sample_index,filename,original_label,synthetic_label,anomaly_type,human_label,human_label_available,original_class_name,synthetic_class_name,human_class_name
102,castor_fiber_s_000167.png,4,4,clean,63,True,beaver,beaver,porcupine
103,timber_wolf_s_000489.png,97,97,clean,33,True,wolf,wolf,forest
104,dessert_plate_s_000192.png,61,51,gross,9,True,plate,mushroom,bottle
105,turtle_s_000005.png,93,93,clean,26,True,turtle,turtle,crab
106,mushroom_s_001005.png,51,51,clean,44,True,mushroom,mushroom,lizard
107,icbm_s_000392.png,69,18,random_flip,65,True,rocket,caterpillar,rabbit
108,wine_palm_s_000123.png,56,56,clean_hard,37,True,palm_tree,palm_tree,house
109,breakfast_table_s_000153.png,84,76,gross,67,True,table,skyscraper,ray
110,pinon_pine_s_001228.png,59,47,near_miss,61,True,pine_tree,maple_tree,plate
111,didelphis_virginiana_s_000042.png,64,53,random_flip,68,True,possum,orange,road
112,armoire_s_000081.png,94,25,near_miss,36,True,wardrobe,couch,hamster
113,beaver_s_001511.png,4,4,clean,62,True,beaver,beaver,poppy
114,boy_s_000081.png,11,11,clean,58,True,boy,boy,pickup_truck
115,forest_s_001481.png,33,33,clean,36,True,forest,forest,hamster
116,route_s_002291.png,68,68,clean,14,True,road,road,butterfly
117,kangaroo_s_001956.png,38,42,gross,67,True,kangaroo,leopard,ray
118,chaise_s_001222.png,20,20,clean,17,True,chair,chair,castle
119,forest_s_000144.png,33,33,clean_hard,40,True,forest,forest,lamp
120,fox_s_001040.png,34,9,gross,59,True,fox,bottle,pine_tree
121,flatfish_s_000465.png,32,1,random_flip,32,True,flatfish,aquarium_fish,flatfish
122,man_s_000985.png,46,11,near_miss,49,True,man,boy,mountain
123,bitter_orange_s_000905.png,53,83,near_miss,90,True,orange,sweet_pepper,train
124,tiger_s_001271.png,88,88,clean,34,True,tiger,tiger,fox
125,eagle_ray_s_000171.png,67,1,near_miss,28,True,ray,aquarium_fish,cup
126,rose_s_001917.png,70,70,clean,62,True,rose,rose,poppy
127,possum_s_000350.png,64,64,clean,57,True,possum,possum,pear
128,temple_orange_s_000014.png,53,53,clean,30,True,orange,orange,dolphin
129,opossum_s_000065.png,64,65,random_flip,34,True,possum,rabbit,fox
130,cycle_s_002598.png,8,8,clean_hard,16,True,bicycle,bicycle,can
131,salix_alba_s_000332.png,96,12,random_flip,56,True,willow_tree,bridge,palm_tree
132,television_system_s_001769.png,87,87,clean,53,True,television,television,orange
133,dolphin_s_000421.png,30,55,near_miss,17,True,dolphin,otter,castle
134,lounge_chair_s_001124.png,20,20,clean,72,True,chair,chair,seal
135,atlantic_bottlenose_dolphin_s_000021.png,30,30,clean,9,True,dolphin,dolphin,bottle
136,raccoon_s_001121.png,66,66,clean,56,True,raccoon,raccoon,palm_tree
137,cattle_s_000366.png,19,31,near_miss,34,True,cattle,elephant,fox
138,wtc_s_002253.png,76,68,random_flip,37,True,skyscraper,road,house
139,television_s_000053.png,87,87,clean,8,True,television,television,bicycle
140,oak_tree_s_000106.png,52,59,near_miss,86,True,oak_tree,pine_tree,telephone
141,poppy_s_001932.png,62,9,random_flip,90,True,poppy,bottle,train
142,missy_s_000260.png,35,35,clean,37,True,girl,girl,house
143,hedgehog_s_000950.png,63,75,near_miss,88,True,porcupine,skunk,tiger
144,discharge_lamp_s_001121.png,40,37,gross,93,True,lamp,house,turtle
145,castor_canadensis_s_000795.png,4,55,near_miss,65,True,beaver,otter,rabbit
146,worm_s_001047.png,99,99,clean,88,True,worm,worm,tiger
147,hedgehog_s_000483.png,63,63,clean,53,True,porcupine,porcupine,orange
148,masked_shrew_s_000089.png,74,63,gross,36,True,shrew,porcupine,hamster
149,sour_orange_s_001216.png,53,53,clean,26,True,orange,orange,crab
150,crab_s_001407.png,26,77,near_miss,78,True,crab,snail,snake
151,whale_s_000867.png,95,95,clean,0,True,whale,whale,apple
152,minibike_s_000824.png,48,33,random_flip,65,True,motorcycle,forest,rabbit
153,nile_crocodile_s_001013.png,27,27,clean,20,True,crocodile,crocodile,chair
154,forest_s_001851.png,33,10,ood,80,True,forest,bowl,squirrel
155,dinosaur_s_002033.png,29,29,clean_hard,95,True,dinosaur,dinosaur,whale
156,keyboard_s_001222.png,39,39,clean,74,True,keyboard,keyboard,shrew
157,argiope_aurantia_s_000308.png,79,26,near_miss,76,True,spider,crab,skyscraper
158,flounder_s_001779.png,32,32,clean,0,True,flatfish,flatfish,apple
159,adam_s_002034.png,46,46,clean,32,True,man,man,flatfish
160,common_opossum_s_000023.png,64,30,gross,75,True,possum,dolphin,skunk
161,chalice_s_001706.png,28,28,clean,60,True,cup,cup,plain
162,tank_s_000640.png,85,85,clean,98,True,tank,tank,woman
163,plaice_s_000550.png,32,0,gross,3,True,flatfish,apple,bear
164,sunflower_s_000444.png,82,82,clean,18,True,sunflower,sunflower,caterpillar
165,snake_s_000451.png,78,78,clean,58,True,snake,snake,pickup_truck
166,keyboard_s_000055.png,39,72,random_flip,40,True,keyboard,seal,lamp
167,orchid_s_000878.png,54,14,random_flip,21,True,orchid,butterfly,chimpanzee
168,cup_s_001227.png,28,43,random_flip,97,True,cup,lion,wolf
169,raccoon_s_002187.png,66,66,clean,58,True,raccoon,raccoon,pickup_truck
170,rabbit_s_001952.png,65,80,near_miss,44,True,rabbit,squirrel,lizard
171,seal_s_001343.png,72,72,clean,35,True,seal,seal,girl
172,chimp_s_002067.png,21,21,clean,1,True,chimpanzee,chimpanzee,aquarium_fish
173,opossum_s_001219.png,64,85,random_flip,32,True,possum,tank,flatfish
174,poppy_s_001961.png,62,92,random_flip,54,True,poppy,tulip,orchid
175,seal_s_000038.png,72,72,clean_hard,78,True,seal,seal,snake
176,macoun_s_000065.png,0,12,gross,33,True,apple,bridge,forest
177,banded_gecko_s_000650.png,44,7,random_flip,54,True,lizard,beetle,orchid
178,beetle_s_000229.png,7,7,clean_hard,71,True,beetle,beetle,sea
179,footbridge_s_000052.png,12,12,clean,40,True,bridge,bridge,lamp
180,cattle_s_001978.png,19,46,gross,81,True,cattle,man,streetcar
181,male_child_s_000374.png,11,11,clean,49,True,boy,boy,mountain
182,elephant_s_002362.png,31,31,clean,30,True,elephant,elephant,dolphin
183,saucer_s_001505.png,61,61,clean,21,True,plate,plate,chimpanzee
184,spider_s_000009.png,79,79,clean_hard,72,True,spider,spider,seal
185,lobster_s_000715.png,45,45,clean_hard,66,True,lobster,lobster,raccoon
186,tram_s_000475.png,81,81,clean,34,True,streetcar,streetcar,fox
187,spider_s_000773.png,79,79,clean_hard,71,True,spider,spider,sea
188,black_woman_s_000982.png,98,98,clean,64,True,woman,woman,possum
189,lion_cub_s_000553.png,43,43,clean,25,True,lion,lion,couch
190,man_s_000436.png,46,71,gross,55,True,man,sea,otter
191,numbfish_s_000023.png,67,91,near_miss,41,True,ray,trout,lawn_mower
192,squirrel_s_001451.png,80,80,clean,69,True,squirrel,squirrel,rocket
193,divided_highway_s_001338.png,68,68,clean_hard,86,True,road,road,telephone
194,sorex_araneus_s_000172.png,74,74,clean,30,True,shrew,shrew,dolphin
195,motorcycle_s_001856.png,48,48,clean,76,True,motorcycle,motorcycle,skyscraper
196,streetcar_s_001848.png,81,89,near_miss,37,True,streetcar,tractor,house
197,wardrobe_s_000359.png,94,94,clean_hard,3,True,wardrobe,wardrobe,bear
198,telephone_set_s_001471.png,86,39,near_miss,82,True,telephone,keyboard,sunflower
199,step_rocket_s_000566.png,69,18,gross,84,True,rocket,caterpillar,table
200,keyboard_s_000991.png,39,37,ood,93,True,keyboard,house,turtle
201,shark_s_000459.png,73,73,clean,83,True,shark,shark,sweet_pepper
202,baby_s_000449.png,2,46,near_miss,39,True,baby,man,keyboard
203,cain_s_000179.png,46,46,clean,80,True,man,man,squirrel
204,mount_s_000197.png,49,49,clean,66,True,mountain,mountain,raccoon
205,hedgehog_s_000032.png,63,63,clean_hard,30,True,porcupine,porcupine,dolphin
206,panthera_leo_s_000716.png,43,27,random_flip,44,True,lion,crocodile,lizard
207,butterfly_s_000777.png,14,15,random_flip,58,True,butterfly,camel,pickup_truck
208,alp_s_002103.png,49,49,clean_hard,77,True,mountain,mountain,snail
209,ring_road_s_000322.png,68,68,clean_hard,37,True,road,road,house
210,rabbit_s_001665.png,65,46,gross,68,True,rabbit,man,road
211,lawn_mower_s_000052.png,41,88,random_flip,36,True,lawn_mower,tiger,hamster
212,house_s_000992.png,37,7,gross,72,True,house,beetle,seal
213,lobster_s_001705.png,45,45,clean,60,True,lobster,lobster,plain
214,hamster_s_001834.png,36,36,clean,59,True,hamster,hamster,pine_tree
215,chimp_s_000280.png,21,15,random_flip,69,True,chimpanzee,camel,rocket
216,garden_snail_s_000398.png,77,41,random_flip,44,True,snail,lawn_mower,lizard
217,house_s_000333.png,37,17,near_miss,40,True,house,castle,lamp
218,keyboard_s_001475.png,39,39,clean,65,True,keyboard,keyboard,rabbit
219,bicycle_s_000537.png,8,8,clean,15,True,bicycle,bicycle,camel
220,soda_bottle_s_001739.png,9,83,ood,32,True,bottle,sweet_pepper,flatfish
221,poppy_s_002423.png,62,62,clean,87,True,poppy,poppy,television
222,telephone_set_s_000154.png,86,86,clean,27,True,telephone,telephone,crocodile
223,computer_keyboard_s_000417.png,39,98,random_flip,26,True,keyboard,woman,crab
224,cattle_s_001528.png,19,48,gross,57,True,cattle,motorcycle,pear
225,orchid_s_001818.png,54,82,near_miss,48,True,orchid,sunflower,motorcycle
226,computer_keyboard_s_001353.png,39,39,clean,88,True,keyboard,keyboard,tiger
227,goblet_s_000234.png,28,28,clean_hard,69,True,cup,cup,rocket
228,male_child_s_000659.png,11,35,near_miss,55,True,boy,girl,otter
229,tractor_s_000753.png,89,81,near_miss,90,True,tractor,streetcar,train
230,train_s_002155.png,90,90,clean,98,True,train,train,woman
231,train_s_000511.png,90,32,random_flip,46,True,train,flatfish,man
232,spider_s_001311.png,79,26,random_flip,66,True,spider,crab,raccoon
233,racoon_s_000375.png,66,66,clean_hard,7,True,raccoon,raccoon,beetle
234,tram_s_000405.png,81,11,random_flip,18,True,streetcar,boy,caterpillar
235,chimpanzee_s_001180.png,21,21,clean_hard,31,True,chimpanzee,chimpanzee,elephant
236,spider_s_001685.png,79,77,near_miss,98,True,spider,snail,woman
237,electric_lamp_s_000649.png,40,52,gross,77,True,lamp,oak_tree,snail
238,ankylosaurus_s_001671.png,29,61,gross,49,True,dinosaur,plate,mountain
239,clock_s_000835.png,22,22,clean,62,True,clock,clock,poppy
240,school_bus_s_001438.png,13,13,clean_hard,91,True,bus,bus,trout
241,sofa_s_000004.png,25,62,random_flip,0,True,couch,poppy,apple
242,male_child_s_000924.png,11,46,near_miss,98,True,boy,man,woman
243,macropus_giganteus_s_000175.png,38,38,clean,52,True,kangaroo,kangaroo,oak_tree
244,bowl_s_001230.png,10,10,clean,26,True,bowl,bowl,crab
245,salix_alba_s_000012.png,96,90,ood,71,True,willow_tree,train,sea
246,orchid_s_000499.png,54,34,random_flip,54,True,orchid,fox,orchid
247,rabbit_s_000297.png,65,65,clean_hard,76,True,rabbit,rabbit,skyscraper
248,keyboard_s_000032.png,39,24,gross,92,True,keyboard,cockroach,tulip
249,discharge_lamp_s_000675.png,40,42,random_flip,76,True,lamp,leopard,skyscraper
250,leopard_s_001332.png,42,42,clean,55,True,leopard,leopard,otter
251,moped_s_000169.png,48,55,ood,37,True,motorcycle,otter,house
252,motorcycle_s_001453.png,48,48,clean,50,True,motorcycle,motorcycle,mouse
253,mushroom_s_001593.png,51,51,clean,92,True,mushroom,mushroom,tulip
254,boy_s_002307.png,11,11,clean,73,True,boy,boy,shark
255,cloud_s_001591.png,23,23,clean,52,True,cloud,cloud,oak_tree
256,cloud_s_000856.png,23,23,clean,77,True,cloud,cloud,snail
257,bulldozer_s_001774.png,89,90,near_miss,95,True,tractor,train,whale
258,shumard_oak_s_000107.png,52,38,ood,17,True,oak_tree,kangaroo,castle
259,man_s_000926.png,46,84,random_flip,17,True,man,table,castle
260,infant_s_000851.png,2,2,clean,88,True,baby,baby,tiger
261,bowhead_s_001056.png,95,15,ood,80,True,whale,camel,squirrel
262,lion_s_001676.png,43,12,random_flip,36,True,lion,bridge,hamster
263,telephone_set_s_000659.png,86,86,clean,71,True,telephone,telephone,sea
264,fox_s_001649.png,34,66,near_miss,49,True,fox,raccoon,mountain
265,raccoon_s_000598.png,66,66,clean,46,True,raccoon,raccoon,man
266,caterpillar_s_000459.png,18,18,clean,10,True,caterpillar,caterpillar,bowl
267,adam_s_002658.png,46,46,clean,63,True,man,man,porcupine
268,raccoon_s_001641.png,66,64,near_miss,78,True,raccoon,possum,snake
269,date_palm_s_000159.png,56,56,clean_hard,65,True,palm_tree,palm_tree,rabbit
270,bartlett_pear_s_000454.png,57,57,clean,15,True,pear,pear,camel
271,cichlid_fish_s_000335.png,1,91,near_miss,98,True,aquarium_fish,trout,woman
272,gecko_s_000199.png,44,44,clean_hard,97,True,lizard,lizard,wolf
273,boy_s_001906.png,11,98,near_miss,2,True,boy,woman,baby
274,sunflower_s_001373.png,82,82,clean,5,True,sunflower,sunflower,bed
275,cirrocumulus_cloud_s_000515.png,23,41,gross,76,True,cloud,lawn_mower,skyscraper
276,railroad_train_s_000200.png,90,81,near_miss,92,True,train,streetcar,tulip
277,palm_tree_s_001513.png,56,56,clean,35,True,palm_tree,palm_tree,girl
278,cattle_s_000659.png,19,19,clean,69,True,cattle,cattle,rocket
279,byway_s_000036.png,68,2,random_flip,0,True,road,baby,apple
280,raccoon_s_002225.png,66,66,clean_hard,65,True,raccoon,raccoon,rabbit
281,goblet_s_000954.png,28,28,clean_hard,96,True,cup,cup,willow_tree
282,carassius_auratus_s_000432.png,1,1,clean,3,True,aquarium_fish,aquarium_fish,bear
283,bosc_s_000204.png,57,57,clean_hard,53,True,pear,pear,orange
284,guitarfish_s_000596.png,67,67,clean,30,True,ray,ray,dolphin
285,bed_s_001459.png,5,85,gross,32,True,bed,tank,flatfish
286,bus_s_000314.png,13,8,near_miss,41,True,bus,bicycle,lawn_mower
287,colubrid_s_000836.png,78,78,clean_hard,90,True,snake,snake,train
288,bee_s_002016.png,6,32,gross,57,True,bee,flatfish,pear
289,table_s_000769.png,84,86,random_flip,0,True,table,telephone,apple
290,beetle_s_000181.png,7,61,random_flip,93,True,beetle,plate,turtle
291,mower_s_000031.png,41,8,near_miss,17,True,lawn_mower,bicycle,castle
292,lapin_s_002229.png,65,25,random_flip,7,True,rabbit,couch,beetle
293,squirrel_s_000142.png,80,41,random_flip,82,True,squirrel,lawn_mower,sunflower
294,drawbridge_s_001392.png,12,12,clean,94,True,bridge,bridge,wardrobe
295,mus_musculus_s_001086.png,50,50,clean,62,True,mouse,mouse,poppy
296,porcupine_s_001592.png,63,49,gross,19,True,porcupine,mountain,cattle
297,dungeness_crab_s_000469.png,26,79,near_miss,21,True,crab,spider,chimpanzee
298,safety_bike_s_000482.png,8,31,ood,75,True,bicycle,elephant,skunk
299,navel_orange_s_000469.png,53,53,clean,55,True,orange,orange,otter
300,serengeti_s_001565.png,60,60,clean,55,True,plain,plain,otter
301,roundworm_s_000036.png,99,16,random_flip,52,True,worm,can,oak_tree
302,grey_wolf_s_001623.png,97,43,near_miss,33,True,wolf,lion,forest
303,army_tank_s_000896.png,85,85,clean_hard,20,True,tank,tank,chair
304,red_delicious_s_000552.png,0,57,near_miss,49,True,apple,pear,mountain
305,worm_snake_s_000429.png,78,59,gross,6,True,snake,pine_tree,bee
306,elephant_s_002874.png,31,28,random_flip,20,True,elephant,cup,chair
307,bowl_s_000883.png,10,10,clean_hard,68,True,bowl,bowl,road
308,baby_s_000255.png,2,2,clean,49,True,baby,baby,mountain
309,beetle_s_001769.png,7,18,near_miss,44,True,beetle,caterpillar,lizard
310,lion_s_000032.png,43,41,random_flip,50,True,lion,lawn_mower,mouse
311,sweet_pepper_s_000638.png,83,53,near_miss,52,True,sweet_pepper,orange,oak_tree
312,grey_wolf_s_001289.png,97,97,clean,57,True,wolf,wolf,pear
313,trout_s_000574.png,91,91,clean,39,True,trout,trout,keyboard
314,sunflower_s_001720.png,82,68,ood,32,True,sunflower,road,flatfish
315,cup_s_000922.png,28,28,clean,73,True,cup,cup,shark
316,leopard_s_000559.png,42,97,near_miss,3,True,leopard,wolf,bear
317,northern_spy_s_000602.png,0,83,gross,74,True,apple,sweet_pepper,shrew
318,sunflower_s_001391.png,82,36,gross,90,True,sunflower,hamster,train
319,bed_s_001452.png,5,5,clean,26,True,bed,bed,crab
320,divided_highway_s_000832.png,68,68,clean,57,True,road,road,pear
321,plain_s_001151.png,60,71,near_miss,37,True,plain,sea,house
322,dolphin_s_001674.png,30,44,ood,82,True,dolphin,lizard,sunflower
323,white_woman_s_000709.png,98,98,clean,35,True,woman,woman,girl
324,sunflower_s_001846.png,82,82,clean,20,True,sunflower,sunflower,chair
325,armchair_s_000265.png,20,20,clean_hard,89,True,chair,chair,tractor
326,possum_s_000343.png,64,64,clean_hard,59,True,possum,possum,pine_tree
327,raccoon_s_002845.png,66,66,clean,54,True,raccoon,raccoon,orchid
328,bowl_s_001218.png,10,10,clean,40,True,bowl,bowl,lamp
329,skunk_s_000384.png,75,53,gross,0,True,skunk,orange,apple
330,orchid_s_001270.png,54,70,near_miss,26,True,orchid,rose,crab
331,bosc_s_000883.png,57,5,random_flip,11,True,pear,bed,boy
332,tv_s_002465.png,87,40,random_flip,70,True,television,lamp,rose
333,raccoon_s_000022.png,66,42,gross,49,True,raccoon,leopard,mountain
334,raccoon_s_000090.png,66,66,clean_hard,46,True,raccoon,raccoon,man
335,mako_s_001445.png,73,73,clean_hard,81,True,shark,shark,streetcar
336,butterfly_orchid_s_001188.png,54,54,clean,30,True,orchid,orchid,dolphin
337,panthera_tigris_s_000539.png,88,88,clean,26,True,tiger,tiger,crab
338,panthera_pardus_s_000246.png,42,3,ood,6,True,leopard,bear,bee
339,bungalow_s_000578.png,37,37,clean,95,True,house,house,whale
340,squirrel_s_000430.png,80,80,clean,32,True,squirrel,squirrel,flatfish
341,tv_s_000033.png,87,66,gross,33,True,television,raccoon,forest
342,bear_s_002131.png,3,3,clean,33,True,bear,bear,forest
343,ankylosaurus_s_000716.png,29,29,clean_hard,83,True,dinosaur,dinosaur,sweet_pepper
344,lion_s_002042.png,43,41,ood,52,True,lion,lawn_mower,oak_tree
345,lift_bridge_s_000070.png,12,10,ood,33,True,bridge,bowl,forest
346,shark_s_001047.png,73,73,clean_hard,48,True,shark,shark,motorcycle
347,golden_willow_s_000013.png,96,96,clean,88,True,willow_tree,willow_tree,tiger
348,cirrocumulus_s_001438.png,23,23,clean,39,True,cloud,cloud,keyboard
349,willow_tree_s_001348.png,96,96,clean,60,True,willow_tree,willow_tree,plain
350,breakfast_table_s_000858.png,84,92,random_flip,40,True,table,tulip,lamp
351,oxen_s_001941.png,19,19,clean,65,True,cattle,cattle,rabbit
352,poppy_s_000601.png,62,62,clean_hard,0,True,poppy,poppy,apple
353,northern_spy_s_000766.png,0,83,near_miss,22,True,apple,sweet_pepper,clock
354,chimpanzee_s_000577.png,21,39,gross,32,True,chimpanzee,keyboard,flatfish
355,male_child_s_001502.png,11,16,ood,91,True,boy,can,trout
356,syrian_hamster_s_001413.png,36,65,near_miss,50,True,hamster,rabbit,mouse
357,opossum_s_001043.png,64,75,near_miss,96,True,possum,skunk,willow_tree
358,world_trade_center_s_001237.png,76,76,clean,83,True,skyscraper,skyscraper,sweet_pepper
359,field_s_001255.png,60,33,near_miss,78,True,plain,forest,snake
360,bear_s_000044.png,3,3,clean,30,True,bear,bear,dolphin
361,squirrel_s_002376.png,80,80,clean_hard,17,True,squirrel,squirrel,castle
362,sunflower_s_001415.png,82,82,clean,50,True,sunflower,sunflower,mouse
363,argiope_aurantia_s_000726.png,79,79,clean,55,True,spider,spider,otter
364,stone_crab_s_001783.png,26,26,clean_hard,65,True,crab,crab,rabbit
