sample_index,filename,original_label,synthetic_label,anomaly_type,human_label,human_label_available,original_class_name,synthetic_class_name,human_class_name
254,stag_s_001458.png,4,5,near_miss,6,True,deer,dog,frog
255,station_wagon_s_001337.png,1,1,clean_hard,4,True,automobile,automobile,deer
256,quarter_horse_s_002201.png,7,7,clean_hard,2,True,horse,horse,bird
257,coupe_s_000698.png,1,0,near_miss,9,True,automobile,airplane,truck
258,tomcat_s_002553.png,3,7,random_flip,7,True,cat,horse,horse
259,scow_s_001266.png,8,9,near_miss,3,True,ship,truck,cat
260,chihuahua_s_000385.png,5,5,clean_hard,3,True,dog,dog,cat
261,convertible_s_001500.png,1,1,clean,4,True,automobile,automobile,deer
262,convertible_s_000408.png,1,1,clean,8,True,automobile,automobile,ship
263,odocoileus_hemionus_s_000512.png,4,4,clean,6,True,deer,deer,frog
264,jumbo_jet_s_000971.png,0,0,clean,6,True,airplane,airplane,frog
265,truck_s_000650.png,9,1,near_miss,1,True,truck,automobile,automobile
266,domestic_cat_s_001288.png,3,3,clean,0,True,cat,cat,airplane
267,walking_horse_s_000194.png,7,7,clean,9,True,horse,horse,truck
268,elk_s_001657.png,4,4,clean,0,True,deer,deer,airplane
269,tipper_truck_s_000287.png,9,8,near_miss,7,True,truck,ship,horse
270,dumper_s_000648.png,9,8,near_miss,1,True,truck,ship,automobile
271,struthio_camelus_s_000225.png,2,2,clean_hard,1,True,bird,bird,automobile
272,woodland_caribou_s_000803.png,4,4,clean,2,True,deer,deer,bird
273,ladder_truck_s_000795.png,9,9,clean,0,True,truck,truck,airplane
274,pantechnicon_s_000230.png,9,9,clean,5,True,truck,truck,dog
275,shooting_brake_s_000229.png,1,0,near_miss,8,True,automobile,airplane,ship
276,jetliner_s_001349.png,0,3,random_flip,8,True,airplane,cat,ship
277,toy_dog_s_001280.png,5,5,clean,8,True,dog,dog,ship
278,dump_truck_s_002104.png,9,9,clean,3,True,truck,truck,cat
279,twinjet_s_001360.png,0,0,clean,7,True,airplane,airplane,horse
280,tugboat_s_000715.png,8,8,clean,7,True,ship,ship,horse
281,passerine_s_000360.png,2,5,random_flip,3,True,bird,dog,cat
282,automobile_s_002337.png,1,0,random_flip,7,True,automobile,airplane,horse
283,honey_eater_s_001422.png,2,2,clean,2,True,bird,bird,bird
284,attack_aircraft_s_001304.png,0,1,near_miss,5,True,airplane,automobile,dog
285,toy_dog_s_000114.png,5,5,clean,6,True,dog,dog,frog
286,anuran_s_000550.png,6,4,near_miss,8,True,frog,deer,ship
287,mouser_s_000382.png,3,8,random_flip,1,True,cat,ship,automobile
288,sparrow_s_000037.png,2,4,near_miss,3,True,bird,deer,cat
289,stud_mare_s_001038.png,7,7,clean,8,True,horse,horse,ship
290,speedboat_s_002588.png,8,9,near_miss,6,True,ship,truck,frog
291,passenger_ship_s_002153.png,8,9,near_miss,0,True,ship,truck,airplane
292,bufo_bufo_s_001876.png,6,6,clean,3,True,frog,frog,cat
293,biplane_s_000651.png,0,0,clean,7,True,airplane,airplane,horse
294,gelding_s_001785.png,7,7,clean_hard,0,True,horse,horse,airplane
295,trucking_rig_s_001598.png,9,4,ood,1,True,truck,deer,automobile
296,deer_s_000309.png,4,4,clean_hard,0,True,deer,deer,airplane
297,pekingese_s_001946.png,5,5,clean,4,True,dog,dog,deer
298,frog_s_002802.png,6,6,clean,6,True,frog,frog,frog
299,cervus_unicolor_s_000290.png,4,5,near_miss,0,True,deer,dog,airplane
300,honey_eater_s_000478.png,2,8,gross,0,True,bird,ship,airplane
301,automobile_s_001152.png,1,8,random_flip,2,True,automobile,ship,bird
302,coupe_s_000846.png,1,9,random_flip,0,True,automobile,truck,airplane
303,flying_bird_s_000252.png,2,2,clean_hard,7,True,bird,bird,horse
304,automobile_s_002343.png,1,1,clean,3,True,automobile,automobile,cat
305,japanese_spaniel_s_001162.png,5,5,clean_hard,1,True,dog,dog,automobile
306,fire_truck_s_000043.png,9,9,clean_hard,7,True,truck,truck,horse
307,semi_s_001207.png,9,8,random_flip,0,True,truck,ship,airplane
308,fighter_aircraft_s_001840.png,0,0,clean,9,True,airplane,airplane,truck
309,ship_s_001976.png,8,8,clean,8,True,ship,ship,ship
310,caribou_s_001222.png,4,4,clean,8,True,deer,deer,ship
311,police_cruiser_s_001347.png,1,1,clean,8,True,automobile,automobile,ship
312,coupe_s_000042.png,1,1,clean,3,True,automobile,automobile,cat
313,bufo_bufo_s_000995.png,6,6,clean,6,True,frog,frog,frog
314,tabby_s_001148.png,3,3,clean,7,True,cat,cat,horse
315,true_cat_s_000476.png,3,5,near_miss,6,True,cat,dog,frog
316,garbage_truck_s_001442.png,9,9,clean,5,True,truck,truck,dog
317,fighter_aircraft_s_000385.png,0,0,clean,7,True,airplane,airplane,horse
318,quarter_horse_s_001602.png,7,4,near_miss,7,True,horse,deer,horse
319,camion_s_000116.png,9,9,clean_hard,3,True,truck,truck,cat
320,tennessee_walker_s_000539.png,7,6,random_flip,7,True,horse,frog,horse
321,lipizzan_s_000452.png,7,7,clean,0,True,horse,horse,airplane
322,trucking_rig_s_001594.png,9,9,clean,5,True,truck,truck,dog
323,shooting_brake_s_001611.png,1,1,clean,0,True,automobile,automobile,airplane
324,puppy_s_002096.png,5,5,clean,1,True,dog,dog,automobile
325,auto_s_000855.png,1,2,gross,5,True,automobile,bird,dog
326,bufo_marinus_s_001364.png,6,6,clean,6,True,frog,frog,frog
327,natterjack_s_000036.png,6,5,near_miss,8,True,frog,dog,ship
328,pontoon_s_000643.png,8,8,clean_hard,8,True,ship,ship,ship
329,stallion_s_001256.png,7,7,clean_hard,4,True,horse,horse,deer
330,coupe_s_001863.png,1,1,clean,4,True,automobile,automobile,deer
331,house_cat_s_000079.png,3,3,clean_hard,4,True,cat,cat,deer
332,jetliner_s_000981.png,0,0,clean,6,True,airplane,airplane,frog
333,felis_catus_s_000853.png,3,5,near_miss,6,True,cat,dog,frog
334,tabby_cat_s_000827.png,3,3,clean,0,True,cat,cat,airplane
335,struthio_camelus_s_001250.png,2,9,gross,2,True,bird,truck,bird
336,fawn_s_001915.png,4,7,random_flip,0,True,deer,horse,airplane
337,canis_familiaris_s_001298.png,5,5,clean_hard,0,True,dog,dog,airplane
338,lipizzan_s_002122.png,7,5,random_flip,8,True,horse,dog,ship
339,toy_spaniel_s_001133.png,5,4,ood,3,True,dog,deer,cat
340,dump_truck_s_000029.png,9,4,random_flip,0,True,truck,deer,airplane
341,fighter_s_001042.png,0,0,clean,2,True,airplane,airplane,bird
342,domestic_cat_s_000493.png,3,3,clean,5,True,cat,cat,dog
343,cervus_elaphus_s_001764.png,4,4,clean,0,True,deer,deer,airplane
344,airbus_s_000627.png,0,0,clean,8,True,airplane,airplane,ship
345,fawn_s_001452.png,4,4,clean,3,True,deer,deer,cat
346,fallow_deer_s_000959.png,4,4,clean,9,True,deer,deer,truck
347,spadefoot_s_000777.png,6,6,clean_hard,2,True,frog,frog,bird
348,seaplane_s_001639.png,0,1,near_miss,8,True,airplane,automobile,ship
349,plane_s_001066.png,0,1,near_miss,8,True,airplane,automobile,ship
350,bufo_viridis_s_000348.png,6,6,clean_hard,2,True,frog,frog,bird
351,crapaud_s_000051.png,6,6,clean,7,True,frog,frog,horse
352,seaplane_s_001447.png,0,0,clean_hard,0,True,airplane,airplane,airplane
353,boat_s_000404.png,8,8,clean,7,True,ship,ship,horse
354,convertible_s_001242.png,1,1,clean,9,True,automobile,automobile,truck
355,toad_s_000201.png,6,6,clean,8,True,frog,frog,ship
356,finch_s_000494.png,2,8,gross,7,True,bird,ship,horse
357,fire_engine_s_001437.png,9,8,near_miss,9,True,truck,ship,truck
358,pipit_s_000226.png,2,1,random_flip,0,True,bird,automobile,airplane
359,toy_dog_s_000960.png,5,3,near_miss,9,True,dog,cat,truck
360,delivery_truck_s_001121.png,9,6,gross,4,True,truck,frog,deer
361,bufo_marinus_s_001506.png,6,6,clean,3,True,frog,frog,cat
362,studhorse_s_000010.png,7,7,clean_hard,1,True,horse,horse,automobile
363,woodland_caribou_s_001003.png,4,6,random_flip,1,True,deer,frog,automobile
364,station_wagon_s_000260.png,1,1,clean_hard,9,True,automobile,automobile,truck
365,pilot_boat_s_000356.png,8,6,random_flip,5,True,ship,frog,dog
366,stud_mare_s_001497.png,7,1,ood,9,True,horse,automobile,truck
367,tabby_cat_s_001966.png,3,5,near_miss,8,True,cat,dog,ship
368,american_toad_s_000006.png,6,6,clean_hard,0,True,frog,frog,airplane
369,tipper_s_000010.png,9,9,clean,4,True,truck,truck,deer
370,tomcat_s_002230.png,3,3,clean_hard,1,True,cat,cat,automobile
371,dive_bomber_s_001120.png,0,0,clean_hard,8,True,airplane,airplane,ship
372,wapiti_s_000802.png,4,4,clean_hard,7,True,deer,deer,horse
373,biplane_s_000862.png,0,0,clean,1,True,airplane,airplane,automobile
374,blenheim_spaniel_s_000589.png,5,5,clean,8,True,dog,dog,ship
375,shooting_brake_s_001161.png,1,9,random_flip,2,True,automobile,truck,bird
376,jetliner_s_000400.png,0,0,clean,5,True,airplane,airplane,dog
377,tabby_s_000923.png,3,3,clean,5,True,cat,cat,dog
378,alces_alces_s_000361.png,4,4,clean,0,True,deer,deer,airplane
379,police_boat_s_000002.png,8,8,clean,2,True,ship,ship,bird
380,mutt_s_001696.png,5,5,clean,3,True,dog,dog,cat
381,cervus_elaphus_s_001695.png,4,9,ood,2,True,deer,truck,bird
